"","01-HLB_221116_neg_iaMSMS_02.mzML","01-HLB_221116_neg_iaMSMS_03.mzML","01-HLB_221116_neg_iaMSMS_04.mzML","02-HLB_221116_neg_iaMSMS_01.mzML","02-HLB_221116_neg_iaMSMS_02.mzML","02-HLB_221116_neg_iaMSMS_03.mzML","02-HLB_221116_neg_iaMSMS_04.mzML","03-HLB_221116_neg_iaMSMS_01.mzML","03-HLB_221116_neg_iaMSMS_02.mzML","03-HLB_221116_neg_iaMSMS_03.mzML","03-HLB_221116_neg_iaMSMS_04.mzML","04-HLB_221116_neg_iaMSMS_01.mzML","04-HLB_221116_neg_iaMSMS_02.mzML","04-HLB_221116_neg_iaMSMS_03.mzML","04-HLB_221116_neg_iaMSMS_04.mzML","05-HLB_221116_neg_iaMSMS_01.mzML","05-HLB_221116_neg_iaMSMS_02.mzML","05-HLB_221116_neg_iaMSMS_03.mzML","05-HLB_221116_neg_iaMSMS_04.mzML","06-HLB_221116_neg_iaMSMS_01.mzML","06-HLB_221116_neg_iaMSMS_02.mzML","06-HLB_221116_neg_iaMSMS_03.mzML","06-HLB_221116_neg_iaMSMS_04.mzML","07-HLB_221116_neg_iaMSMS_01.mzML","07-HLB_221116_neg_iaMSMS_02.mzML","07-HLB_221116_neg_iaMSMS_03.mzML","07-HLB_221116_neg_iaMSMS_04.mzML","08-HLB_221116_neg_iaMSMS_01.mzML","08-HLB_221116_neg_iaMSMS_02.mzML","08-HLB_221116_neg_iaMSMS_03.mzML","08-HLB_221116_neg_iaMSMS_04.mzML","09-HLB_221116_neg_iaMSMS_01.mzML","09-HLB_221116_neg_iaMSMS_02.mzML","09-HLB_221116_neg_iaMSMS_03.mzML","09-HLB_221116_neg_iaMSMS_04.mzML","10-HLB_221116_neg_iaMSMS_01.mzML","10-HLB_221116_neg_iaMSMS_02.mzML","10-HLB_221116_neg_iaMSMS_03.mzML","10-HLB_221116_neg_iaMSMS_04.mzML","11-HLB_221116_neg_iaMSMS_01.mzML","11-HLB_221116_neg_iaMSMS_02.mzML","11-HLB_221116_neg_iaMSMS_03.mzML","11-HLB_221116_neg_iaMSMS_04.mzML","12-HLB_221116_neg_iaMSMS_01.mzML","12-HLB_221116_neg_iaMSMS_02.mzML","12-HLB_221116_neg_iaMSMS_03.mzML","12-HLB_221116_neg_iaMSMS_04.mzML","13-HLB_221116_neg_iaMSMS_01.mzML","13-HLB_221116_neg_iaMSMS_02.mzML","13-HLB_221116_neg_iaMSMS_03.mzML","13-HLB_221116_neg_iaMSMS_04.mzML","14-HLB_221116_neg_iaMSMS_r01.mzML","14-HLB_221116_neg_iaMSMS_r02.mzML","14-HLB_221116_neg_iaMSMS_r03.mzML","14-HLB_221116_neg_iaMSMS_r04.mzML","16-HLB_221116_neg_iaMSMS_01.mzML","16-HLB_221116_neg_iaMSMS_02.mzML","16-HLB_221116_neg_iaMSMS_03.mzML","16-HLB_221116_neg_iaMSMS_04.mzML","17-HLB_221116_neg_iaMSMS_02.mzML","17-HLB_221116_neg_iaMSMS_03.mzML","17-HLB_221116_neg_iaMSMS_04.mzML","18-HLB_221116_neg_iaMSMS_04.mzML","19-HLB_221116_neg_iaMSMS_01.mzML","19-HLB_221116_neg_iaMSMS_02.mzML","19-HLB_221116_neg_iaMSMS_03.mzML","19-HLB_221116_neg_iaMSMS_04.mzML","20-HLB_221116_neg_iaMSMS_01.mzML","20-HLB_221116_neg_iaMSMS_02.mzML","20-HLB_221116_neg_iaMSMS_03.mzML","20-HLB_221116_neg_iaMSMS_04.mzML"
"37639_116.928_18.112",8815.489,26484.809,28589.139,9634.429,5551.5684,22514.65,22969.082,11154.734,12133.607,25170.9,23993.725,6089.9624,6819.5293,20305.455,24124.213,12149.663,13428.166,22020.805,24302.111,12598.273,12581.358,24071.41,25133.525,11647.303,10805.539,22553.174,24026,11585.254,9666.0205,22169.75,22594.312,8346.888,6967.7217,20660.652,21483.758,7889.2563,9611.445,22110.191,26128.285,3371.5122,3445.8193,3098.833,3336.2964,11926.887,10694.034,24447.992,24578.389,4398.507,4297.9795,4556.5356,15425.019,110.25588,196.71371,537.8812,2965.535,897.37897,1066.4783,1775.6962,889.25073,2169.499,1428.4498,2305.1113,2381.4124,8547.699,6800.159,16157.359,16973.498,2690.1785,3003.3557,2823.9243,2457.8843
"16160_117.055_10.113",104.73321,102.12746,100.07039,151.87524,129.91891,136.06555,120.47531,212.58365,228.57483,217.011,214.1533,133.81113,127.58341,192.22015,123.93724,320.02197,277.22723,231.23206,340.6386,209.89099,182.96942,177.0776,172.33704,506.6205,384.29324,372.17764,484.25528,206.02213,179.0301,205.49644,168.79079,134.23724,124.58029,143.40096,110.16347,362.78113,313.6384,349.6993,317.62305,341.84103,312.8819,346.1811,377.7442,807.45667,779.84717,773.7232,734.3918,210.63509,202.12157,216.25179,252.4684,370.98416,306.70322,439.32162,462.13223,600.7582,766.4087,690.1211,745.34045,426.9588,417.83142,486.03302,681.6005,361.63254,345.0181,422.16058,384.5795,473.41833,467.8519,425.1438,445.48978
"8286_117.055_8.2",147.38118,192.46936,189.5044,158.34789,127.34304,156.6055,166.65903,347.15607,373.72388,349.76776,293.8767,426.38864,338.8552,386.7932,402.33533,508.87222,485.70862,540.58875,533.9974,605.0512,599.9533,714.67236,643.5799,1207.9679,1258.7275,1300.0109,1188.1107,857.9996,896.46027,767.781,816.3358,503.78503,444.48257,507.54288,463.4884,751.7746,780.7598,742.3551,834.11993,323.19513,236.5843,347.1341,371.91623,1784.5833,1832.7378,1202.3146,1783.0374,355.82562,308.24286,302.4008,371.29276,579.17206,601.4949,548.65857,651.11835,713.88995,524.2736,630.42926,690.15607,543.744,500.59457,595.11725,518.57513,928.708,1044.6619,955.1853,1006.5517,939.77515,975.1774,1060.561,838.45703
"2422_117.055_5.733",447.28928,482.162,344.48294,402.69348,190.1823,247.33388,252.46176,756.2713,762.5393,883.5027,757.0418,711.297,702.5418,778.8629,753.93384,702.1453,500.61496,687.1165,676.14185,671.4254,665.6357,726.74365,715.4053,1270.6095,1301.194,1258.2473,1211.6046,907.16925,889.1595,918.4491,918.801,736.0419,718.50854,728.7092,774.44147,1522.1472,1549.6543,1377.0521,1372.8046,0,64.51553,18.935875,0,2321.5967,2319.5696,2337.2332,2348.8804,809.83435,855.3145,999.04156,903.01855,1811.0236,1779.3348,1946.1008,1786.3556,337.4267,68.23166,94.81262,97.652,27.96304,30.203207,82.86871,0,1750.8483,1882.8329,1877.3962,1690.6875,39.31117,19.9295,107.95807,103.637474
"18380_118.051_10.895",262.53668,232.80763,315.7026,251.45627,262.24548,234.63512,287.35178,395.1524,431.5447,365.90594,383.36273,691.34247,630.9272,668.7847,664.2755,592.2933,530.2421,557.5335,555.4037,867.55664,858.31824,977.7752,925.25745,1390.7665,1426.7972,1409.6865,1337.8605,829.90686,644.1497,715.146,814.0087,762.52734,680.5766,808.96594,748.5814,837.14984,864.9832,842.50385,829.52765,1401.92,1313.3682,1385.3882,1426.3451,1206.898,1217.2681,1111.6453,1185.8917,595.0051,673.1597,667.9611,660.8947,1054.2832,947.2417,1074.7793,1101.643,2605.6804,2715.827,2522.2163,2608.843,2672.2285,2703.95,2411.8857,2357.9475,1064.615,1105.6622,1039.1232,1002.47394,3146.8862,3169.8127,3308.4514,3034.26
"37459_124.996_18.097",380.56894,371.06598,4269.726,522.9546,969.06525,4164.23,1960.416,513.7253,472.07892,823.2541,3790.494,889.405,507.2638,3628.0637,4927.9604,557.53894,360.79437,4257.478,4087.749,458.449,406.0777,443.1787,4512.0513,467.83456,510.61774,1329.0054,3247.429,451.79858,509.80652,2607.2126,3035.2583,1063.2006,499.2339,4869.501,425.4272,386.45508,374.069,425.86844,1641.5597,863.57465,521.0385,913.29456,875.6543,400.58594,404.3484,4284.094,2857.83,588.4885,1207.5856,4374.6504,4786.383,222.69159,203.09268,545.1022,1338.4143,320.19916,288.96045,458.633,281.14053,362.75342,270.1925,1642.7573,267.786,665.9916,596.1745,1235.32,2724.464,343.05765,122.53789,1150.1735,2752.761
"44077_124.997_21.729",496.20053,503.467,1070.0662,285.0769,609.3699,622.5416,739.308,623.63995,753.15125,3128.2302,794.9195,646.2654,558.2998,655.06506,731.2221,528.15186,628.69214,636.6055,727.6461,750.9993,657.9313,675.8664,2809.8477,537.7412,482.4084,2723.8384,2809.1826,631.63416,780.68463,846.6162,2318.7554,595.6723,710.02905,2766.6987,721.4457,1119.9867,1288.0266,851.3424,3746.4412,772.55524,615.9003,2782.9824,3479.0627,518.8528,501.54865,3117.0261,3005.4243,468.24734,719.2822,644.5784,540.91956,198.82233,239.3618,191.092,252.54575,211.58015,174.1566,206.25983,292.2583,313.47278,292.00568,246.26605,336.07532,242.732,233.53998,341.408,207.71512,251.09782,328.24402,392.5417,416.28455
"2953_125.025_6.157",76.97763,37.01907,41.805176,35.459045,26.708145,47.17923,92.862076,152.16765,224.63843,210.62062,59.07853,333.96472,308.09668,321.73672,344.58963,433.52374,399.703,429.65207,391.38214,509.68118,394.0185,539.26843,431.63452,858.04694,841.18005,900.86426,892.7027,825.0044,849.4005,893.5407,775.6151,307.66925,246.32028,323.68414,300.0487,345.41254,243.42114,331.0534,268.83005,52.178326,53.69812,149.0514,97.38481,836.9327,717.0203,752.8691,860.30176,217.5976,178.28145,205.71361,213.78717,611.74554,700.7888,735.78033,590.5512,263.96866,281.1706,243.79385,176.67369,196.92427,264.18518,313.0404,272.7746,753.53235,641.5551,677.18976,713.9491,131.62253,75.47245,108.88997,92.02678
"2427_125.025_5.74",29.713184,74.98466,33.777847,38.595528,44.53763,69.08188,38.64089,241.84465,198.98042,229.01462,185.27223,93.54686,77.516525,35.699715,183.73576,268.51593,248.26604,240.61632,294.80365,141.24167,46.157677,248.51468,180.36757,395.04172,444.2803,437.00885,331.86142,93.583145,169.60144,208.7651,128.66422,88.681694,88.33837,108.132065,182.3985,292.2815,260.24106,481.06116,399.8286,15.111872,11.6754055,0,0,1065.582,1151.3419,994.7519,983.9451,35.36625,60.183006,145.84546,169.30052,399.50446,354.68082,420.4521,366.9077,0,0,17.601616,20.858665,0,23.601387,23.015022,0,300.15234,182.26056,216.05997,242.64053,0,0,0,20.518084
"3645_125.025_6.633",143.55618,168.9269,114.02844,133.66118,60.07229,305.30615,187.92447,298.83572,494.71375,216.19481,428.55695,137.84894,168.786,113.45738,157.92929,406.45477,527.86597,528.0774,373.94626,412.59204,270.84296,355.77698,469.6704,677.0675,541.5183,656.44434,542.45874,169.95978,245.38605,200.514,179.62549,248.12842,223.926,249.9378,485.34534,587.0254,618.62024,482.49612,556.7125,7.9023952,0,16.567114,0,1371.6398,1774.6298,1242.3091,1689.0323,356.17422,309.49417,307.14413,277.1956,516.7466,463.68118,694.5979,481.23053,0,7.5818634,17.63396,0,0,0,0,0,307.84988,199.98149,351.49908,347.04602,11.834387,8.298915,0,0
"228_125.035_2.568",1590.7986,1472.7893,1781.84,2231.3442,2208.303,2308.0005,2336.815,3455.4973,3354.2935,3517.6233,3383.1912,4639.6094,4411.94,4523.78,4403.2554,4722.203,4881.767,4520.4253,5032.501,5960.682,5581.3154,6202.447,5784.094,12302.145,12253.981,12225.952,12102.943,8133.875,8689.758,8565.722,8696.999,4147.388,4289.5146,4161.9404,4245.4087,7814.842,7675.425,8182.937,8073.6587,8607.667,8598.817,8760.658,8698.379,12393.051,12290.874,12212.723,12119.982,4788.5176,4951.5317,4828.1597,5093.5083,9764.5205,9605.429,10150.934,10467.29,16123.43,16363.37,16616.934,16650.027,7966.992,8111.0317,7793.3335,14930.741,10538.573,10576.633,10567.779,11407.495,15460.616,14995.028,15400.783,15269.156
"38847_125.873_18.453",1505.3212,13281.31,1572.194,9075.467,9493.562,12438.111,10142.426,1948.5192,2139.1533,10122.133,13259.647,10359.923,13478.164,9975.694,1567.0703,8444.769,9451.732,9037.633,9226.087,9578.641,8568.329,10622.371,9117.679,6675.9653,4211.1753,7425.3843,6805.931,9212.726,8330.38,10476.763,11680.49,10933.624,9863.36,13536.452,11356.449,9537.687,1962.6722,12303.77,2076.5889,2040.0288,2011.2014,1779.1492,1731.7583,12509.064,10409.1455,11891.096,9510.992,11651.615,10507.144,10428.566,12573.915,1362.1403,1561.0559,2311.5002,2913.4448,22240.22,18779.61,2002.1832,2211.1895,16545.637,17960.457,1970.7446,1817.0316,1414.6492,17576.375,17290.686,17859.549,15200.605,16938.752,15510.219,14191.191
"232_126.039_2.56",60.887657,103.60113,39.004593,153.87912,99.632256,56.756325,142.7075,171.85126,161.03525,191.7646,194.9379,153.77272,222.24956,202.29094,230.24821,103.92398,223.61453,274.46548,174.39436,322.63904,316.67007,187.61284,337.835,594.797,607.3916,588.90607,543.04443,290.53934,365.31192,371.05496,375.4705,140.10445,160.82123,246.5867,213.2527,349.50262,337.68613,385.98987,361.164,370.84674,396.4154,456.2705,455.8407,582.9253,528.2245,647.55865,556.45245,171.49876,224.65076,239.07167,239.1652,379.41742,468.31534,459.58798,682.4881,829.9948,733.1486,730.58466,1110.531,388.9326,377.752,324.65405,641.327,453.24548,540.8143,501.3597,450.35532,652.7921,710.9109,670.9448,593.3585
"2804_127.04_6.008",583.1551,720.2892,340.7405,233.14853,331.7788,797.92236,939.9697,985.4097,1651.1528,1734.3204,601.84436,1502.4982,458.33887,1379.358,1679.188,2153.2336,2062.6143,2001.7604,978.78265,1641.5562,730.70233,1648.755,1773.1361,3310.178,3256.5803,3459.1787,3316.0151,1606.9883,639.1519,542.0484,1019.30585,399.048,1062.4828,367.76236,1278.1956,2982.8428,3244.2979,3087.413,2771.6,12.988771,37.549973,49.3723,38.66729,6482.1924,5474.557,7752.625,7023.285,1599.6074,706.38885,1520.7975,1758.3494,2831.791,2995.8362,2662.9985,3613.6978,12.573989,20.397858,17.872108,54.21879,12.9716015,30.036366,46.0551,73.7088,1989.2322,784.21136,1983.6757,701.37,13.755652,28.871195,24.680431,35.659554
"5932_127.04_7.708",430.92743,456.8588,491.90225,395.4981,431.25378,405.22885,333.62155,804.14355,765.1787,715.8571,824.23364,897.7625,748.1332,952.3651,738.51526,1414.8162,1305.299,1527.2043,1498.7826,1295.948,1262.4187,920.6051,940.46387,2163.1104,1927.7784,2569.6162,2054.6448,1018.41675,872.3188,812.4707,834.1126,626.05304,488.89767,888.9258,719.00366,1471.7456,1259.4279,1411.915,1370.8694,0,0,0,0,3003.4685,2715.7861,2976.454,2982.7356,686.831,732.4866,878.1492,1011.1134,1151.2517,1680.348,1511.3492,1502.6467,11.838574,22.23351,11.0571995,17.680738,12.791537,0,0,0,971.8281,928.42664,1047.4934,899.9483,0,6.3439164,0,0
"3592_127.04_6.6",386.18192,253.06226,204.99066,461.87784,399.38455,308.2185,352.21915,1350.2336,1197.1132,1392.4185,1476.3015,573.78394,541.1456,452.13065,323.44757,1375.7026,1851.9246,1460.8903,1899.779,1108.9934,941.0786,654.22504,996.7369,3193.3325,3203.3635,3116.215,3225.1802,1057.4755,1197.2621,764.485,815.3613,355.2712,424.36337,820.31494,523.7329,2212.3982,2177.5535,2897.1987,2363.5667,76.25413,49.84818,0,56.422497,5549.8794,5642.5635,5751.4854,6097.0137,589.52075,1107.0372,822.89514,715.447,1921.3397,2060.4214,1036.2511,2127.7522,58.160664,75.74269,69.73361,84.76938,38.74662,43.58966,78.56894,83.542465,1384.0558,1357.5986,1255.1707,1317.5603,23.056599,43.007538,99.51972,48.12413
"38720_127.871_18.376",1269.8187,1145.2971,6542.133,7951.5107,1288.0913,8592.32,6858.796,1287.4326,6238.7246,6416.7393,6300.393,935.10486,6531.35,5953.786,1224.566,5297.436,1156.3269,5260.825,1193.6469,463.77893,1124.5968,5017.616,5119.398,4730.9976,3089.8667,835.0247,4991.0063,979.999,404.3641,3919.9624,7164.053,7459.5693,7547.325,7370.332,6576.6416,896.46423,1265.4038,961.2284,6418.5254,1131.133,1356.6902,934.8091,1102.3477,4682.038,821.08417,5837.221,5396.9014,6144.986,8040.5933,6868.9053,7570.4834,662.7138,1213.337,1340.5684,946.47205,1417.0693,969.3578,13270.822,1412.2654,1253.7556,12511.073,1218.4532,1401.3589,1548.2927,1554.4464,1521.981,1527.299,1134.2701,1225.8923,987.8549,10004.337
"4508_129.053_7.151",252.76239,308.2348,105.466034,25.507538,247.92816,0,97.410065,661.5344,598.2574,796.20435,717.5835,1014.7966,1059.707,971.5824,992.1987,462.87543,654.7074,585.0525,810.4569,717.10114,788.78973,809.20215,771.7724,1100.0577,1202.1044,1189.7396,1185.7345,1019.21356,1016.10724,909.3973,1081.5912,898.3077,796.30634,841.8365,1005.0698,1521.0886,1536.7692,1401.4783,1724.9353,0,0,0,0,2076.975,1990.9441,2125.5623,2083.508,591.7375,576.8031,562.6204,653.1058,1354.2523,1507.535,1437.7924,1781.7053,0,15.03451,30.567333,0,0,67.97052,0,0,2022.4335,2234.2925,2113.292,2333.9058,21.941032,0,0,0
"19394_129.055_11.256",377.67908,295.35727,403.85645,350.19144,389.86066,388.6865,288.60217,652.46063,762.5411,832.65967,729.5598,799.6599,808.5573,782.0455,862.111,1638.9954,1501.2444,1585.2004,1744.2439,1750.026,1957.7521,1831.1531,2092.1753,3144.63,3407.9329,3160.4282,3190.9329,1674.0552,1667.7046,1750.585,1822.0167,914.91815,978.91315,1010.864,1082.9231,1309.1869,1494.5591,1556.2688,1493.3448,0,0,0,41.03443,3293.884,2925.393,3048.0076,2946.4875,923.53284,953.3362,863.8081,979.4961,2009.0573,2114.193,2165.8267,1874.1294,0,0,0,0,0,0,0,0,1653.2018,1686.6427,1702.666,1659.1836,0,0,0,0
"40067_129.938_19.032",47470.652,44982.934,44550.773,43143.53,41785.816,5178.2676,42494.633,41631.84,41826.04,41369.684,41805.54,40710.145,4904.9175,4695.8003,40380.93,39055.39,39844.043,5323.132,40607.39,40704.3,40591.1,53901.35,4708.9395,41878.027,5034.5083,41501.79,38574,60967.016,4958.0225,5093.772,51717.848,52205.207,58721.66,5048.648,42948.574,43207.008,40335.1,5755.4365,5702.7354,43082.402,46149.332,4744.779,60919.34,5501.6553,5427.1567,5687.975,60884.04,5598.916,5754.553,5013.9595,5233.1006,0,0,207.6741,307.02563,3568.0112,3990.384,3271.6392,3833.106,4737.0034,5016.958,2775.4253,4022.3782,5329.4834,5162.766,5320.423,4977.9434,5487.365,5536.9546,5900.5596,5153.0234
"40850_129.938_19.4",5188.428,4515.7285,0,4804.788,4571.034,3991.7576,4381.4585,4585.9717,4689.9033,3819.1396,4269.026,4404.3564,39837.082,4441.2227,4566.0947,4572.4155,4404.055,4449.04,4001.3228,4602.605,4945.54,4436.5234,41215.31,4862.258,5049.202,4784.0005,5318.255,4992.487,42372.223,42484.727,4863.571,5392.207,5498.8896,52127.23,4805.648,5393.86,5469.6406,56703.965,59617.25,5113.8706,5493.326,40197.562,4294.865,42536.543,43554.73,52091.676,5065.908,5727.076,42580.793,66086.41,54689.4,87.484375,376.53214,2150.0747,0,6168.7773,6608.251,6966.186,6529.1084,6665.702,71209.42,67594.95,78869.51,67120.98,7129.2124,73814.664,69648.92,40861.207,46032.844,68047.805,75300.65
"9578_131.035_8.744",166.01508,160.94353,145.42664,153.44408,148.42104,172.77827,223.25896,480.12494,505.79376,382.8493,448.2191,245.73174,306.4266,349.7061,276.47903,607.14954,692.7544,597.9921,695.3503,428.00412,478.88107,395.1633,503.2623,945.99304,886.5257,1007.8006,878.493,494.2821,472.01587,457.38498,504.1767,371.6842,373.89258,364.90033,350.8003,830.8093,830.64435,827.7591,1005.30585,14.564472,0,0,0,1641.4214,1786.0508,1644.3418,1711.7081,403.74243,395.6885,334.54184,447.58435,902.9416,865.6187,901.2004,903.363,11.623255,9.498993,0,0,17.824284,0,23.361694,0,775.2084,656.84357,608.36115,616.4573,7.185342,0,39.005226,0
"6077_131.07_7.821",176.72704,223.0675,227.5282,132.32239,184.07936,161.52165,180.85774,330.5541,647.45435,576.64056,325.43842,370.31924,407.58362,444.5562,393.4859,334.05676,338.31744,514.8603,859.2967,534.2549,351.4344,579.12427,631.1274,1165.0446,837.74817,761.73505,842.2299,386.16934,477.82492,479.29037,614.87335,394.80643,486.28186,339.14084,331.5686,685.80096,697.0669,639.29236,1098.5372,141.64873,140.4912,163.0659,224.59944,1081.4467,1040.2687,1086.5815,1040.7814,447.14755,392.56973,43.083153,583.5177,685.0642,712.82306,775.31384,674.9247,128.25293,167.36209,176.77472,148.42355,114.9433,166.56635,151.26193,158.2016,676.36664,632.642,927.50793,827.1367,117.18715,124.58864,136.14316,216.09755
"5597_131.07_7.619",99.170586,125.41031,139.51201,142.53305,151.0848,169.2828,205.0453,218.0464,182.14325,261.5763,234.82878,373.49127,88.107315,284.81143,258.13544,222.80313,198.8542,280.88647,239.02536,356.2942,204.46648,278.10428,305.98508,542.6148,538.73267,571.2201,885.3685,472.20862,565.4293,450.09995,437.13336,233.10336,258.62094,247.33014,192.50723,288.20715,323.93478,385.81555,283.07327,386.01266,479.25842,468.43802,391.0128,1088.0164,740.07684,1581.8801,915.9769,294.4201,292.14777,240.98643,317.02298,632.36444,850.6536,614.73236,624.8232,804.54065,946.0929,857.84607,889.04865,552.23834,1544.7137,575.8354,681.4506,513.89215,520.378,662.8683,589.4688,768.2558,1622.4062,668.8676,601.9362
"4124_131.07_6.995",230.45102,287.69528,244.79688,217.42662,262.35162,242.55478,259.8365,409.42996,422.0262,437.18225,431.87885,465.55524,499.99295,453.0585,355.8723,313.10782,341.38397,404.24786,414.70215,371.27954,385.6896,400.72034,407.7711,592.327,611.3029,720.7934,685.7266,474.41534,447.58087,505.99576,488.34503,385.54517,354.58426,443.80624,396.87192,694.3094,555.23846,694.09485,685.1244,71.031105,34.894974,146.61984,144.40807,1291.6776,1143.2942,1361.1393,1290.4413,431.1566,442.88928,441.528,490.96765,800.9405,856.2063,933.51,955.7501,172.48805,148.70207,167.41614,212.69115,122.87267,101.961044,108.32629,139.64345,1035.846,1010.4593,1015.84076,1008.7894,164.55486,194.84756,163.47984,184.07147
"267_133.05_2.711",226.46225,192.83588,118.07518,221.50085,223.14766,170.07584,189.74603,452.27737,377.63947,348.2146,374.9057,875.1303,851.62634,551.4206,1038.0608,323.69336,321.86768,471.84964,253.57611,365.30667,354.67627,418.95923,361.31693,770.115,807.2986,865.3616,898.2153,1069.8688,1154.3978,1052.491,1126.3325,406.69693,315.71252,501.04193,461.2157,782.2954,800.7904,860.5629,718.2011,530.2391,381.68253,429.166,366.90778,1552.6442,1516.8973,1703.8112,1769.5012,844.5454,694.9045,808.7972,798.9268,1745.23,1764.1754,2025.1501,2033.075,1056.5386,1200.7567,1161.0403,1058.3049,882.6844,928.208,931.08527,1014.8937,2677.36,2497.3135,2635.8704,2333.9983,874.32886,1005.8455,1099.2767,979.2988
"8996_133.05_8.49",162.42392,213.12593,138.96283,131.57097,150.41231,95.25276,231.06107,462.7229,560.5822,523.7332,490.46924,518.3668,604.96704,502.849,523.40186,643.1102,595.94006,593.4522,515.2252,436.81015,491.31088,514.921,533.45044,1219.4305,1321.1492,1269.6284,1233.6074,1082.8663,1081.2756,1061.3099,1176.6674,385.72302,329.82574,383.8375,328.40692,1211.5038,1080.827,1318.8094,1356.9518,9.106012,0,0,0,2826.9502,2902.7805,2844.701,3064.4917,698.5631,550.8961,596.5508,698.8315,1022.96606,1092.9155,1036.9204,1096.1522,0,7.023799,0,0,0,0,0,0,1129.5872,1202.626,1321.9039,1215.6511,7.7555437,0,18.987309,0
"10169_133.051_8.917",212.87424,179.28658,237.70854,173.8642,217.74347,167.17839,171.13806,661.23047,721.3047,705.265,547.8131,774.40826,722.0268,732.6826,767.887,666.03125,664.69666,819.6943,764.2488,585.5529,580.03314,509.31564,625.68085,1344.8263,1373.9454,1284.0543,1313.2194,1324.9033,1311.9912,1160.0824,1334.9442,405.25812,431.55475,453.79285,433.92206,1506.6532,1574.7631,1813.7866,1847.4866,0,0,0,16.85085,3555.268,3489.1536,3547.0093,3563.3267,767.75494,731.9408,718.28577,750.9622,1334.9484,1396.2148,1435.6793,1449.1094,7.617323,8.831974,0,0,0,0,0,0,1343.3322,1284.1448,1466.7903,1380.5779,12.6152115,0,17.073898,19.749008
"44387_134.892_22.053",4350.4277,1878.8542,1930.0659,223469.08,1917.3125,218352.45,4788.298,200830.42,4541.4478,1745.8066,1659.4797,1599.0554,5769.62,1653.8639,1761.8137,202507.38,1664.7837,5036.3604,4762.9194,1623.4835,1625.6936,1672.5332,1860.3811,1694.8322,1650.1711,201725.66,5181.392,1714.3899,1781.6215,1705.0643,1726.3751,1633.7404,1619.9155,436.35434,1712.8448,1582.8108,1584.8289,1639.7345,4059.2185,1752.835,1762.917,1727.9169,1048.2878,1310.4081,1029.0708,1705.4341,1708.1758,182411.36,1528.8853,4582.34,4983.536,2020.8254,2085.6829,2030.3967,2151.9233,197079.88,2075.5215,2097.1692,2129.0503,223786.6,2196.7607,2302.4978,2434.6377,5931.5723,5881.368,2008.3274,2227.6802,2124.928,222999.47,2036.9738,2154.5227
"3665_137.024_6.643",3380.349,3347.1624,3811.6987,7090.449,7166.16,7666.4272,7255.037,11229.452,10704.485,11836.936,11246.164,8511.04,8435.953,9036.454,8639.629,13969.3125,13814.948,14352.6875,14257.143,16234.384,16543.473,16323.728,17389.08,13840.6,13524.205,13647.916,15287.862,14354.137,14311.549,15178.628,15218.163,11708.307,12678.338,12827.723,12149.19,17847.861,17413.277,18486.557,18738.055,6909.823,5616.6562,5919.3296,5550.6973,49077.293,48298.44,49155.39,49361.656,5839.7573,5989.1973,6347.5557,6216.3335,21736.264,21609.174,22674.982,23255.83,5365.6323,3919.903,5639.7817,4335.251,1003.8661,1128.8456,1015.18,3177.7803,10541.214,8772.467,8975.236,8983.982,4942.483,4321.9204,4677.043,4726.6694
"3749_138.021_6.766",0,0,0,8.621033,0,14.435463,0,0,13.632826,0,0,0,0,0,18.080643,15.3280945,28.03188,27.705603,21.768578,15.7595215,0,0,0,8.816285,13.358955,0,0,0,0,15.351147,0,0,8.505152,0,0,7.7416387,11.75103,0,20.622852,2375.7637,4400.273,4380.034,4265.22,14.407901,32.647945,61.136948,45.257103,0,12.7195635,0,49.170834,13.005387,32.63844,21.917284,41.436485,248.32019,456.85638,376.2217,311.14368,15.519974,14.304936,71.72187,2128.5632,0,12.471685,0,0,599.54596,525.8108,598.8221,543.62354
"400_138.056_3.178",26.615234,36.123627,0,14.210549,0,18.207603,19.01028,53.089558,42.6089,0,0,32.595123,28.31962,71.37656,44.148247,115.85161,68.03839,111.840416,206.68016,110.82527,80.59415,86.60747,58.81951,668.8815,761.86646,495.7845,711.3771,99.22096,157.81252,182.84343,113.6843,37.926815,58.595467,33.364563,0,32.079735,86.156586,89.66011,32.04046,669.255,763.1489,601.96045,856.721,927.25,840.9184,856.21875,717.352,279.6485,319.0017,301.6527,289.75354,223.73975,211.54651,384.9819,228.44092,1919.8525,1569.0504,1864.2722,2047.1705,1421.6079,1144.1039,1255.6456,1510.5918,785.50476,857.62683,886.61475,864.115,1859.2896,1920.1935,2106.3472,1750.7222
"2502_139.039_5.878",341.83948,596.13983,965.6518,923.39,1152.3529,1076.9474,913.33435,1607.4536,1201.8024,948.94556,1342.5647,1144.6403,823.0948,1607.0204,1260.0946,1429.2336,712.4744,1632.9387,1167.9015,1615.0443,1166.7549,1169.7772,1750.9835,2667.465,3336.9856,3040.0347,4090.7004,912.1096,908.39056,1565.7688,1511.2451,805.75385,460.18997,953.5408,929.739,2251.7114,2568.6028,2564.0786,2375.8806,0,19.458641,17.984436,18.441746,5686.389,6114.006,4916.7324,4896.815,1072.6837,1595.2854,618.2357,1588.3756,941.9608,1043.6155,847.84143,3731.3762,0,0,0,0,0,0,0,0,503.23685,609.2997,536.8564,0,0,0,0,21.016865
