"","01-HLB_221116_pos_iaMSMS_01.mzML","01-HLB_221116_pos_iaMSMS_02.mzML","01-HLB_221116_pos_iaMSMS_03.mzML","01-HLB_221116_pos_iaMSMS_04.mzML","02-HLB_221116_pos_iaMSMS_01.mzML","02-HLB_221116_pos_iaMSMS_02.mzML","02-HLB_221116_pos_iaMSMS_03.mzML","02-HLB_221116_pos_iaMSMS_04.mzML","03-HLB_221116_pos_iaMSMS_01.mzML","03-HLB_221116_pos_iaMSMS_02.mzML","03-HLB_221116_pos_iaMSMS_03.mzML","03-HLB_221116_pos_iaMSMS_04.mzML","04-HLB_221116_pos_iaMSMS_01.mzML","04-HLB_221116_pos_iaMSMS_02.mzML","04-HLB_221116_pos_iaMSMS_03.mzML","04-HLB_221116_pos_iaMSMS_04.mzML","05-HLB_221116_pos_iaMSMS_01.mzML","05-HLB_221116_pos_iaMSMS_02.mzML","05-HLB_221116_pos_iaMSMS_03.mzML","05-HLB_221116_pos_iaMSMS_04.mzML","06-HLB_221116_pos_iaMSMS_01.mzML","06-HLB_221116_pos_iaMSMS_02.mzML","06-HLB_221116_pos_iaMSMS_03.mzML","06-HLB_221116_pos_iaMSMS_04.mzML","07-HLB_221116_pos_iaMSMS_01.mzML","07-HLB_221116_pos_iaMSMS_02.mzML","07-HLB_221116_pos_iaMSMS_03.mzML","07-HLB_221116_pos_iaMSMS_04.mzML","08-HLB_221116_pos_iaMSMS_01.mzML","08-HLB_221116_pos_iaMSMS_02.mzML","08-HLB_221116_pos_iaMSMS_03.mzML","08-HLB_221116_pos_iaMSMS_04.mzML","09-HLB_221116_pos_iaMSMS_01.mzML","09-HLB_221116_pos_iaMSMS_02.mzML","09-HLB_221116_pos_iaMSMS_03.mzML","09-HLB_221116_pos_iaMSMS_04.mzML","10-HLB_221116_pos_iaMSMS_01.mzML","10-HLB_221116_pos_iaMSMS_02.mzML","10-HLB_221116_pos_iaMSMS_03.mzML","10-HLB_221116_pos_iaMSMS_04.mzML","11-HLB_221116_pos_iaMSMS_01.mzML","11-HLB_221116_pos_iaMSMS_02.mzML","11-HLB_221116_pos_iaMSMS_03.mzML","11-HLB_221116_pos_iaMSMS_04.mzML","12-HLB_221116_pos_iaMSMS_01.mzML","12-HLB_221116_pos_iaMSMS_02.mzML","12-HLB_221116_pos_iaMSMS_03.mzML","12-HLB_221116_pos_iaMSMS_04.mzML","13-HLB_221116_pos_iaMSMS_01.mzML","13-HLB_221116_pos_iaMSMS_02.mzML","13-HLB_221116_pos_iaMSMS_03.mzML","13-HLB_221116_pos_iaMSMS_04.mzML","14-HLB_221116_pos_iaMSMS_01.mzML","14-HLB_221116_pos_iaMSMS_02.mzML","14-HLB_221116_pos_iaMSMS_03.mzML","14-HLB_221116_pos_iaMSMS_04.mzML","16-HLB_221116_pos_iaMSMS_01.mzML","16-HLB_221116_pos_iaMSMS_02.mzML","16-HLB_221116_pos_iaMSMS_03.mzML","16-HLB_221116_pos_iaMSMS_04.mzML","17-HLB_221116_pos_iaMSMS_01.mzML","17-HLB_221116_pos_iaMSMS_02.mzML","17-HLB_221116_pos_iaMSMS_03.mzML","17-HLB_221116_pos_iaMSMS_04.mzML","18-HLB_221116_pos_iaMSMS_01.mzML","18-HLB_221116_pos_iaMSMS_02.mzML","18-HLB_221116_pos_iaMSMS_03.mzML","18-HLB_221116_pos_iaMSMS_04.mzML","19-HLB_221116_pos_iaMSMS_01.mzML","19-HLB_221116_pos_iaMSMS_02.mzML","19-HLB_221116_pos_iaMSMS_03.mzML","19-HLB_221116_pos_iaMSMS_04.mzML","20-HLB_221116_pos_iaMSMS_01.mzML","20-HLB_221116_pos_iaMSMS_02.mzML","20-HLB_221116_pos_iaMSMS_03.mzML","20-HLB_221116_pos_iaMSMS_04.mzML"
"180_115.528_4.777",66.92091,103.02166,0,92.275246,152.18178,142.42795,170.17447,101.500336,202.09134,156.24904,247.98311,220.22305,0,116.00862,95.10383,116.166504,129.49591,86.828,0,84.26517,304.89526,272.88116,355.7201,242.23445,1293.3666,1225.2584,1167.5486,1152.5148,197.32732,186.46344,0,154.92958,234.85023,241.64043,247.9675,300.1396,323.95004,308.1778,248.90092,307.14462,137.36597,163.8681,149.80429,110.29637,896.0189,802.67944,1149.6536,509.43918,1070.6024,807.284,0,0,1402.6578,1331.8082,1391.2251,1335.2004,1290.0698,1228.1193,1317.8794,1403.6237,218.79532,236.82095,0,175.082,1008.05994,909.80676,919.1895,868.08887,1191.7885,1083.4808,1070.8464,1250.9194,2041.8938,1646.0211,2020.0131,1870.4963
"49_117.091_2.834",229.7461,185.42259,0,0,0,373.93185,0,321.0986,228.42928,439.27652,498.89087,0,370.28265,0,0,0,397.3642,476.575,283.46826,0,2539.0452,0,0,2413.3567,0,0,885.1454,0,2504.5256,2489.6453,2538.6108,2468.4026,0,0,0,0,0,0,0,0,0,209.04095,0,0,0,0,0,0,528.704,0,0,0,0,0,0,0,722.19635,0,0,0,80.8336,0,0,0,0,0,270.35126,0,0,0,0,829.54517,0,0,0,0
"92_117.091_3.542",458.4547,0,303.09393,0,694.9287,738.505,705.41516,3692.4932,4003.5803,3788.6216,4043.3042,4221.2466,2552.4448,2484.9146,2647.5588,2389.7556,2726.4507,2722.6023,2537.46,2789.2734,5709.663,5798.9536,6060.942,0,13607.88,13397.706,0,0,4529.174,4493.8335,4756.34,829.8456,5322.4126,773.52826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.33337,0,0,0,0,0,0,2310.593,11482.394,0,0,0,0,0,0
"57_117.091_2.957",107.72618,0,0,117.28003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.89334,2586.8647,2309.8418,0,5230.0405,5170.431,5350.3657,5290.0767,0,0,0,0,0,2049.4348,2006.9515,1874.1608,2386.5793,2276.5352,2254.9175,2463.2925,326.97662,150.64369,431.94666,442.0485,3904.5996,4055.5024,4168.2695,4253.0923,2789.946,2782.0588,2765.0457,2746.7307,4855.124,5170.8325,4595.2227,4488.5396,5434.896,5491.155,5404.165,5673.154,2150.374,1923.9016,1895.3888,2118.8735,4234.915,4075.3752,4174.389,3869.9844,4398.623,4691.1895,4249.546,4940.281,6533.532,6540.638,6814.3555,6628.847
"184_117.091_4.778",1399.4818,1459.1345,1235.2185,1458.0122,3071.1013,2743.7158,3100.4307,3163.971,2594.1628,2861.55,3082.1426,2803.9128,2098.315,1909.0444,1970.5104,1884.0114,2050.2253,2007.3438,2256.7986,1943.7587,4795.196,4659.809,4396.195,4699.693,10635.286,10351.539,10362.189,10627.171,3284.637,3461.6685,3336.9033,3478.909,4027.275,4215.5845,3937.3733,4277.099,5221.82,5036.6094,5132.1978,5119.426,2408.4714,2367.2927,2437.5586,2617.0693,9468.137,9152.935,9111.223,9197.786,7637.5693,7602.964,7439.5527,7498.635,11907.283,11309.387,11810.423,12019.3545,10934.216,10847.967,10884.446,10916.241,2935.2688,3430.0586,3249.5945,3300.1204,7569.2427,7614.7104,8193.164,8088.6074,9891.018,9985.303,9206.37,9128.367,16686.27,16246.755,16824.371,16611.674
"137_117.091_4.276",312.0672,304.85898,0,218.1651,403.2801,1873.6477,1609.4806,1536.679,1766.7406,1630.0253,1604.2343,1713.1034,431.6552,0,302.41223,1220.8662,279.07574,510.71777,499.85663,515.0895,2725.5547,2891.5852,2630.3047,2540.6995,5399.833,5853.788,5408.368,5462.911,2541.0933,2419.2498,2396.1484,2656.3682,2063.9167,2176.029,2367.5283,2099.0642,2844.9421,2848.559,2674.6038,3060.8965,1677.2728,1891.2375,1930.436,1739.8793,5640.1333,5035.727,5011.822,5255.917,3831.8472,4052.021,3829.5754,4151.111,5966.416,6715.9336,6186.2627,7023.3813,7479.643,7214.3037,7594.2207,7271.018,2480.3418,2835.1318,2957.7864,2747.0125,5111.222,5909.3105,5545.0884,5428.736,5663.9287,5093.7886,5976.302,5318.5146,8578.104,9283.425,8065.7617,9398.613
"100_117.091_3.663",0,0,0,274.375,3966.7893,3776.8958,4012.7888,0,0,0,0,0,174.90671,0,0,0,0,0,0,333.93445,0,0,818.7724,5903.899,0,0,13778.244,13726.308,693.0534,0,0,4454.4585,0,4597.974,4901.0713,4645.7783,5461.788,5189.4414,5678.6714,5376.591,2676.9482,2438.8062,2580.5864,2684.0427,9617.712,10396.715,10676.023,9732.176,8802.64,8292.405,8415.261,8399.358,11558.541,12385.931,12031.103,11052.854,13884.386,13670.158,13696.687,13932.633,3483.226,3392.062,3149.5059,3553.024,9787.8955,8787.953,9499.926,9556.017,10990.673,0,11244.339,11486.756,20622.967,20427.549,20964.01,20303.428
"2803_119.07_8.554",4801.6,4586.9404,4445.881,5012.862,7886.79,8539.77,8199.807,7005.2646,10882.205,9707.76,10099.513,11013.603,10473.759,9827.814,9841.255,8178.971,7179.8335,6799.7246,6335.1055,6958.9756,7329.7515,8131.8096,7659.897,8085.382,15000.806,14923.652,15569.886,14598.013,5763.6006,6173.801,5927.474,6153.34,6060.4014,6027.9224,6354.908,6547.489,7587.159,8011.1123,7369.182,8090.402,6077.3745,6308.8438,6090.8193,5075.915,17575.55,20771.17,20911.219,21310.871,18257.352,18265.242,16425.354,16847.861,15932.164,16160.609,14191.359,13234.659,14879.63,15144.799,15197.709,14612.479,10855.444,10493.008,10739.701,11082.323,18423.537,19135.701,16419.904,17966.793,16931.523,18057.293,16280.873,16839.145,16586.643,16467.395,15059.686,12742.713
"4096_123.083_9.722",4299.315,4671.344,4474.747,3099.09,1442.4569,1571.6945,1501.8223,1524.4011,6746.871,7216.673,6330.695,6721.5376,5371.355,5349.0596,5234.72,5211.3022,9294.552,9170.556,8285.934,8801.042,9803.06,9973.492,9878.135,9232.988,12247.027,12544.872,12603.784,13382.254,8560.386,8549.472,9106.418,7549.042,7167.6426,7040.622,6576.6167,7493.628,12275.544,10496.393,12049.71,11364.524,0,0,0,0,17637.87,16657.742,14684.912,17046.05,4609.164,5121.2227,4908.6533,5084.468,8708.944,10343.685,9663.747,9598.924,0,0,0,0,0,0,0,0,0,0,0,0,9473.03,9152.624,9208.961,9358.184,0,0,0,0
"1762_123.087_7.811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.0946,576.27966,754.4126,914.50757,1018.4236,0,1858.2438,1039.4229,1746.9027,1668.8411,1690.823,1950.8036,0,0,0,0,0,0,0,0,594.6504,1384.344,720.04553,1640.9937,0,0,0,0,3367.4192,3077.2505,6098.28,2142.3433,0,0,0,0,468.11035,470.02695,0,1584.3484,0,0,0,0,0,0,0,0,0,0,0,0,577.048,378.61926,730.6024,859.66907,0,0,0,0
"832_125.062_6.611",145.20084,144.6,100.62187,0,167.04648,136.97006,197.23875,166.77469,278.50284,247.67123,0,260.42896,230.30254,196.60104,271.6908,238.87079,396.61847,500.44553,278.03802,293.2362,311.7689,316.14203,281.13348,410.543,505.3774,586.9813,421.72168,1131.4575,263.02704,287.3704,312.98337,266.76117,232.56856,212.70407,0,142.7067,1115.9634,617.19727,405.5725,1073.5533,0,0,0,0,2930.5166,3038.6428,3020.9927,2977.4785,373.8836,406.32993,314.50607,379.44016,1293.353,1137.6915,1243.6196,1110.4412,0,0,0,0,0,0,0,0,0,0,0,0,741.2327,396.21124,321.04446,405.92447,0,0,0,0
"229_125.071_5.034",144.34424,173.67264,108.344345,109.3934,210.73965,201.47733,160.80722,170.44928,268.72336,230.67758,251.17891,221.0719,237.0487,299.43497,225.47617,321.283,341.68762,290.73215,289.3805,358.97913,1040.6581,411.0945,670.04175,316.68915,936.0068,1088.5549,1092.0363,1062.2594,771.26654,931.621,1218.229,831.7672,280.37094,299.66553,224.66951,219.45059,859.51404,1050.1932,866.4636,1580.2448,2313.7148,2460.888,2607.624,2296.272,1426.095,1519.3999,2407.4927,1437.263,632.6557,666.5953,660.582,993.5563,2136.2917,2313.2463,1871.4551,1321.604,2304.5266,2367.1294,4027.05,3961.8782,2265.6726,3659.2637,1998.498,3660.2205,2363.0774,2645.6187,2711.6868,3774.02,1323.5238,1236.8882,1807.0107,1882.7885,2273.185,2498.967,2369.8684,2353.815
"1773_125.094_7.82",0,491.39728,0,0,0,178.02243,0,0,626.20935,655.3145,736.1286,455.8673,570.2807,635.076,544.94763,410.6139,585.8619,711.03467,797.09204,749.86523,498.35925,671.2869,719.6074,496.96637,992.3968,957.4883,882.92444,986.5021,701.69073,705.26404,638.02954,604.41003,580.945,500.5221,541.034,557.34204,1139.349,1159.3557,1355.9594,1299.5312,148.60947,47.84316,0,0,1207.7626,997.5893,1153.6912,1250.6843,406.1806,373.92035,478.73602,429.14844,616.37213,828.38904,776.1692,614.3459,0,0,0,0,0,0,0,0,0,109.33999,0,0,781.32745,735.3572,781.45154,807.90137,0,41.90664,0,0
"4846_125.131_10.538",814.6158,714.47485,800.30615,692.25183,399.8491,404.18735,512.9773,395.5816,1063.8734,1011.0201,1079.9459,1113.8469,1073.8881,849.97375,911.6791,1042.4264,1915.9585,2305.1052,2300.5537,2153.3086,1785.16,1718.1979,1777.558,1633.3517,2253.9546,2156.9172,2319.0674,2292.2942,1194.7634,1252.5824,1482.4241,1086.1682,956.32275,1101.2814,981.9159,1038.007,1684.2993,1747.5042,1511.0056,1666.6495,0,7.9584637,0,0,2669.5327,2623.7322,2440.0137,2496.6287,791.5777,735.3535,732.7333,777.88226,1407.2941,1104.9475,1288.3254,1309.9606,0,0,0,0,0,0,0,0,0,0,0,0,1312.2317,1311.3662,1235.056,1252.7102,0,0,0,0
"9592_125.986_18.109",4792.6235,4818.0293,4541.3584,5480.6367,4100.688,3549.3596,3567.8706,3589.3364,5539.0874,6316.075,5071.171,6137.641,3544.7202,3927.0525,4511.1675,3697.435,7695.9917,7494.618,7527,8356.042,7423.8076,8091.5483,9118.115,8089.2114,6738.28,6506.049,7520.99,5803.242,5640.9214,5440.4683,5631.828,7469.3276,6542.8843,5500.358,5322.6377,6950.9097,7079.8906,6964.539,4589.9443,7222.0225,576.11786,771.4548,719.84033,810.30884,7198.217,6966.8804,6807.9224,8618.681,3581.0603,3410.8594,3561.2607,6588.3716,5387.1377,6000.416,5316.8936,4550.233,734.07983,726.42523,787.142,0,643.0591,846.35913,604.93036,0,719.61487,788.2698,0,825.01746,6799.492,5851.7075,6325.9297,7393.8677,941.05273,815.35895,0,818.6461
"395_127.04_5.66",11.644142,0,0,29.709755,22.814941,0,0,45.03015,43.22499,0,39.285767,74.31646,208.57895,187.33856,143.51944,226.8363,98.49239,50.016834,38.661217,77.81399,168.34021,143.05759,0,108.95261,0,258.05914,0,301.11572,178.0888,66.470924,0,120.75707,0,44.077454,0,0,116.90219,114.29688,0,0,147.29477,141.04152,124.30481,131.88222,319.87018,430.00958,411.3281,574.2594,328.70483,328.32358,0,279.83032,143.65285,58.068626,162.96036,121.384,333.78693,259.46506,317.69604,245.97754,215.20074,260.53806,202.14935,236.73836,180.47243,164.06906,187.83698,0,239.14001,314.89987,0,307.0838,302.42697,269.3121,245.65355,183.96805
"39_127.05_2.567",291.3215,413.25757,0,330.76123,956.2264,956.4341,961.4695,952.14606,1513.1313,1463.444,1437.6335,1493.8997,1683.3417,2076.5105,1934.0402,1863.841,1904.8262,1996.3776,1864.5336,2016.9409,2348.2473,2388.2737,2401.09,2396.5427,4921.297,5122.408,4756.9756,5294.1406,3241.4216,3619.1477,3432.4314,3451.328,1698.4147,1797.8414,1853.6742,1791.2096,3335.2527,3386.8428,3370.9001,3565.253,3841.3735,3884.8862,3700.4585,3907.7124,5392.7573,5368.627,5253.1797,5356.9844,1956.3253,2133.4167,2083.1,2148.7122,4196.587,4031.2976,4112.081,4150.812,6535.973,6518.9976,5969.7974,6407.5093,3391.3657,3221.54,3150.0947,3346.7676,5478.464,5696.2935,5574.6685,5750.136,4022.1187,4053.2048,3829.8433,3864.9775,5857.071,5930.416,5774.6206,6124.3525
"233_127.051_5.054",74.970985,0,82.5318,43.59806,134.6565,113.74203,102.34591,97.846115,110.75932,127.8158,134.6805,132.27838,201.05566,173.7338,261.9953,193.79788,144.06601,179.92508,182.97849,159.48978,37.625805,32.63196,48.065544,0,471.57474,641.39856,320.47043,428.66208,310.50177,327.94318,311.6482,321.92712,204.13203,171.72784,151.97284,209.05191,297.49026,255.45093,304.57068,243.60309,315.6944,322.75992,355.8054,310.22827,527.09,693.025,438.261,648.9181,320.79807,283.70355,231.63655,276.55722,323.0843,385.25824,332.54462,319.28088,870.08484,755.88434,923.38275,806.2941,719.4848,378.50122,640.7948,467.64587,481.74094,404.76956,617.63055,601.6852,383.62543,383.7783,270.33014,0,238.78612,316.62927,222.17033,236.31488
"5644_127.076_11.863",189.01254,151.82817,174.60448,167.3638,178.5519,172.3252,145.90364,171.82976,272.24643,227.37442,263.5256,237.6705,376.8155,334.67877,368.36288,324.7824,413.73483,380.65384,465.19473,405.76517,855.94586,903.5133,762.54333,676.96533,905.7194,918.96533,889.488,898.38525,720.5344,686.7463,699.4478,663.4025,437.51227,460.73828,411.00702,495.06924,289.97388,306.50275,299.8459,331.9886,39.09186,10.039379,32.909416,25.447763,466.05927,475.24783,586.0819,564.30457,273.5328,247.26617,205.58026,223.05418,305.03683,371.346,376.16687,415.579,76.159904,55.06138,57.19693,72.60833,61.859997,34.318443,35.489998,37.7341,71.34354,65.47126,33.70154,62.695366,410.23032,423.72894,447.07382,359.15955,60.63373,47.27736,42.951637,51.693817
"5059_127.109_10.873",466.30496,444.94537,474.69476,433.721,378.30228,364.74234,360.1217,416.51743,667.0337,582.0668,493.41266,510.4408,526.6774,599.9716,429.10025,554.2772,815.2226,843.3724,796.9163,692.07684,685.8724,767.20496,752.6211,715.51355,756.09094,790.4593,809.6448,700.89996,634.4099,568.1572,507.70428,649.01746,444.57584,544.4387,457.5478,555.04926,627.3009,598.9905,557.0591,526.84393,421.88803,412.68076,282.45285,431.11557,830.2197,897.4887,830.155,1024.1068,484.53986,619.9061,542.51965,505.04187,917.23114,852.50354,863.14557,818.1713,98.52918,214.41559,351.39536,123.837616,350.1704,289.54385,258.98404,44.722828,574.18353,150.03078,594.9678,0,776.83606,688.2555,803.55493,749.94025,153.73747,88.1633,33.227024,338.05298
"6145_127.111_12.653",311.5702,380.63962,346.08148,280.30508,365.4114,333.11096,347.22266,250.2396,702.0422,613.51624,716.8869,748.57367,678.20544,676.858,575.0005,745.4016,1274.9862,1353.6324,969.8519,1185.2509,1584.3116,1655.7793,1273.8912,1604.0732,2273.5918,2129.8245,2212.0623,2168.441,1246.0347,1426.4178,1262.0361,1559.4902,958.9009,907.5054,942.61316,821.25476,1117.153,1097.5337,1205.1498,1295.2164,1560.5741,1433.5631,1397.9122,1548.3467,1466.9135,1354.3486,1577.6844,1327.4222,707.2779,566.3761,594.19244,626.8313,907.6682,1028.4044,825.4634,1012.5401,1504.1371,1516.1979,1442.8289,1553.5361,1148.8329,1230.6431,1234.1237,1146.2308,1673.6523,1540.9824,1546.0557,1432.8444,940.19916,900.8815,792.06537,792.30396,1149.4727,1208.4344,1058.9403,1058.9553
"4184_127.111_9.763",1127.7505,1256.7648,1241.4385,1234.4689,439.01926,358.0733,400.25256,335.63434,1609.5271,1644.8763,1476.4447,1458.9357,895.3903,1090.5692,1163.4619,935.5492,3022.4526,3116.8293,3020.2178,2921.7886,4522.1777,4184.991,4404.6904,3878.823,3039.8787,2874.5366,3199.787,2350.4043,1507.4954,1480.5186,1372.1559,1424.8931,1560.7228,1563.5735,1647.1012,1630.856,2355.4333,2268.7605,2271.4148,2559.2185,0,13.039909,0,0,4110.969,4293.518,3931.724,4165.0195,742.77094,822.87555,751.8494,709.4491,1270.9928,1341.2871,1307.0226,1328.1615,0,9.6015625,9.628559,0,0,8.65517,0,0,5.178681,15.563127,9.042525,17.674305,1885.5009,1909.7703,1610.1461,1512.013,11.677863,3.969969,0,0
"2751_128.107_8.481",526.9963,438.6463,343.3789,0,418.43256,460.9021,365.1501,0,335.1911,344.23856,357.86548,0,452.921,304.99088,572.29956,480.07224,1180.8276,489.75024,279.13373,509.22437,1491.4092,1526.8597,1514.8955,1583.2722,497.60678,471.52356,1103.1167,463.12524,15.724985,107.41907,38.623695,0,253.07867,305.07303,0,0,302.49713,591.71185,1173.6709,1261.3369,1784.7064,1682.3085,1843.2695,1780.3663,426.20206,274.84464,404.91278,404.00055,66.52292,184.87532,0,0,1891.695,1871.721,1941.2556,2031.0835,100.59823,210.00058,272.69745,0,347.18652,362.43887,342.05444,0,2383.0417,2269.269,2377.4143,2373.6594,189.04204,116.91702,178.81332,0,108.37671,195.63751,132.03267,121.15196
"2543_129.085_8.199",2559.178,2615.812,2219.1853,2966.92,1485.9812,1610.0597,1321.1844,1608.7446,4305.399,4518.496,3892.777,4102.846,8775.989,8917.686,7941.301,8132.6665,7789.332,8178.656,8330.501,4064.4033,10275.492,10555.252,10327.379,9309.002,4834.961,3288.5781,5728.5693,5892.34,12561.595,12897.299,10440.161,12625.042,7216.6235,8143.9604,8412.737,7366.92,9233.372,4777.0483,4698.1016,3746.1172,0,0,0,0,660.1648,3225.3594,3002.6377,2382.8582,2405.008,2237.8767,2051.064,2491.7468,4692.49,5004.49,5366.933,4769.7236,0,0,0,0,0,10.279417,28.05569,0,0,0,0,0,8307.97,7969.4316,7980.582,4218.254,0,0,0,0
"3834_129.091_9.513",264.01254,241.80196,202.6828,195.81694,245.4357,250.18292,253.23056,220.72165,393.9691,339.48395,364.33173,369.94547,470.71634,380.0571,427.22577,394.5878,621.29895,589.948,811.62787,709.64764,532.3727,549.66797,554.12476,589.5075,1008.09753,1035.5154,1055.2207,883.2776,674.95953,597.2817,770.58154,645.2974,482.86743,458.29422,501.77228,393.85028,614.09766,620.55774,702.7422,580.90894,358.57736,315.9828,376.13513,437.4061,1061.8186,985.6781,1033.5396,1010.82153,485.6263,502.0645,428.44592,368.47363,696.794,731.8046,677.1066,726.9182,779.72064,734.9581,739.8142,734.81396,393.229,500.73587,456.03006,331.4775,610.15247,665.0574,671.46277,668.4501,591.4519,524.34375,556.9172,579.68494,581.5741,638.64514,655.985,600.83466
"617_130.031_6.187",0,0,0,0,363.76035,441.01138,310.94147,313.4735,475.7694,520.39154,730.88556,592.786,774.38007,628.07245,654.6478,768.37805,1197.2443,1186.7194,1188.3949,1105.475,1090.2285,1095.5142,990.57227,977.663,1853.6218,1960.7084,1749.588,1536.6154,2317.3577,2225.6604,1780.1746,2000.7809,660.51526,615.06146,692.4114,671.8808,1063.1667,989.1781,1031.2885,910.2536,472.10953,330.86627,316.38998,224.71414,2020.1256,2002.0602,2099.3318,2098.6907,455.7642,681.2286,716.2001,399.41718,1617.5463,1699.168,1377.7913,1371.0137,357.21368,178.3195,0,0,888.54144,842.42706,426.13177,784.4253,980.51166,548.8086,885.7097,631.4377,1361.8829,1168.5023,1089.7935,1304.0079,0,0,0,0
"11539_131.117_21.627",22594.385,2143.9653,2108.311,0,2467.969,2254.7334,2222.4536,0,2470.4604,2081.263,0,2295.5703,2542.5967,2274.0825,23596.557,0,1738.2413,22651.912,22864.562,22926.777,2104.294,2085.856,21727.488,21490.908,20652.168,21412.27,22456.787,21939.64,1985.1617,2258.7305,21587.709,21957.832,22484.586,21772.234,21882.252,22555.627,2330.2756,21501.385,30405.947,0,1884.7288,1945.4178,2251.8706,2349.8608,0,21890.139,22096.553,22205.271,1956.1807,2011.3455,0,2322.4233,23973.277,23467.996,0,1547.9131,22479.594,22290.625,2337.8774,22010.502,2300.6926,2603.7188,0,0,1797.7377,2297.8972,20830.943,2214.6553,1874.104,2222.3833,2204.53,21880.922,20550.342,2253.9658,0,1587.731
"163_131.117_4.613",107.122086,96.10453,100.57268,94.39215,99.969765,119.845955,176.54733,0,129.14922,92.20953,88.77041,82.94269,68.24525,200.35626,194.73235,0,105.17619,116.878006,67.531136,0,179.51442,170.76805,0,179.28893,0,0,0,248.26958,0,258.2324,267.66397,237.53357,69.56272,0,148.71404,0,135.51025,0,190.8261,97.31189,910.42487,1183.6753,1467.0889,1412.9359,135.7738,130.55054,0,107.862656,162.21518,191.74533,0,178.89023,244.32196,208.00098,224.26717,0,1041.8318,1159.4175,911.87646,922.7975,1693.1809,1786.5206,1545.2758,1610.512,1756.8783,2123.5825,1153.7634,1427.3384,193.52081,177.40486,194.0136,157.65923,863.5483,821.97974,631.0803,698.99194
"19_132.102_2.319",234.46277,266.31546,131.67142,147.49738,160.6586,155.1282,125.242935,209.72952,286.10013,333.8224,342.65533,266.5533,339.78357,256.8237,257.34412,228.87985,377.04846,319.29724,255.3774,275.2992,240.461,219.2966,164.1099,218.63416,897.744,1154.0519,817.88074,987.8296,374.7398,457.03244,971.9204,817.19885,225.41193,237.1387,227.24944,252.36163,1183.9971,1317.1514,996.67664,1089.5142,2684.6118,2210.9429,2789.6729,2859.4253,1701.4965,1470.6847,1969.098,2020.4587,467.86124,507.59467,363.6571,321.74078,389.2091,380.38678,318.69708,320.9024,4415.225,4155.5874,3935.2634,5388.395,5979.577,5756.457,6005.695,7162.0293,2980.9985,2910.008,2647.7744,2702.7632,1991.8646,2167.9836,2237.9124,2771.2217,2995.9175,2771.7397,2825.2537,3031.07
"345_134.066_5.509",69.81986,24.662956,143.19667,0,324.28418,321.54376,373.43182,367.97925,0,61.786316,0,0,0,51.426228,79.299515,51.620102,0,0,34.552597,0,0,0,56.247177,0,0,0,27.973948,58.8854,0,0,28.149168,0,61.48817,0,0,44.59651,0,0,0,0,117.15238,115.08764,170.046,137.20377,140.11536,188.06459,162.0397,197.07668,0,42.08594,72.07084,67.3902,235.67618,62.19361,168.44427,202.59647,0,46.569336,0,0,0,0,51.302208,0,191.43962,103.44505,154.28088,181.84747,1647.1749,1580.2548,1767.0264,1669.3245,0,49.848934,0,37.939396
"48_135.101_2.822",304.2077,397.42883,0,0,2379.2122,852.7322,0,2457.0715,2633.279,2588.3901,2458.439,2670.2373,1776.0736,0,0,0,2004.9973,2091.0193,1907.8834,2214.0227,3979.4885,3901.3508,3545.5776,0,1791.4519,8298.501,0,0,4120.946,3919.6465,3781.7654,3844.0886,3170.095,512.9538,537.0705,0,0,0,0,0,0,191.63614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.60626,0,0,0,0,1678.287,0,0,0,0,0
"183_135.101_4.777",758.48224,498.03436,408.96472,473.70984,1800.014,1900.9574,1728.9402,1673.8027,1697.9441,1807.3689,2029.03,1565.0436,1130.4233,1098.7831,1160.1002,984.40857,1184.2786,1076.8743,1091.237,1048.5183,2914.9348,2953.0518,2902.463,2763.6768,6918.3706,6613.565,6980.8076,6326.889,2096.868,1976.4985,2093.3818,1999.7599,2542.8909,2416.5435,2380.6765,2492.9897,3107.3296,3189.1829,3363.5635,3495.976,1359.8928,1347.127,1357.4742,1306.379,6044.2744,6020.4854,6042.66,6069.214,4952.443,4912.3433,5087.6084,4991.8403,7779.937,7987.9746,7427.88,7666.3813,7259.4595,7558.7446,7059.7114,7326.314,1813.7104,1929.2764,2011.0956,1906.8539,5205.6274,5126.443,5489.267,4969.7,6253.19,6021.4297,5879.3887,6018.6387,10884.464,10673.047,10721.915,10807.836
